series_id,series_code,series_label,family_id,family_label,category,subcategory,collection,indicator_category,indicator_subcategory,disaggregation_label,series_type,answer_type,unit,unit_type,start_year,end_year,database_id,database_name,definition,description,visibility,external,archived,metadata_origin
8842,HHA4213d-%_HH-NOCHILDREN-URBAN,Urban,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,Urban,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH - NOCHILDREN - URBAN",Public/Free,False,False,indicator_details
8843,HHA4213d-%_HH-RURAL-,Rural,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,Rural,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH - RURAL",Public/Free,False,False,indicator_details
8844,HHA4213d-%_HH-URBAN-,Urban,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,Urban,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH - URBAN",Public/Free,False,False,indicator_details
8845,HHA4213d-%_HH--,By fixed narrowband network,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,,base,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH",Public/Free,False,False,indicator_details
8858,HHA4213fb-%_HH-CHILDREN-,Children,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,Children,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH - CHILDREN",Public/Free,False,False,indicator_details
8859,HHA4213fb-%_HH-CHILDREN-RURAL,Rural,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,Rural,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH - CHILDREN - RURAL",Public/Free,False,False,indicator_details
8860,HHA4213fb-%_HH-CHILDREN-URBAN,Urban,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,Urban,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH - CHILDREN - URBAN",Public/Free,False,False,indicator_details
8864,HHA4213fb-%_HH-NOCHILDREN-,No Children,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,No Children,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH - NOCHILDREN",Public/Free,False,False,indicator_details
8865,HHA4213fb-%_HH-NOCHILDREN-RURAL,Rural,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,Rural,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH - NOCHILDREN - RURAL",Public/Free,False,False,indicator_details
8866,HHA4213fb-%_HH-NOCHILDREN-URBAN,Urban,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,Urban,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH - NOCHILDREN - URBAN",Public/Free,False,False,indicator_details
8867,HHA4213fb-%_HH-RURAL-,Rural,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,Rural,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH - RURAL",Public/Free,False,False,indicator_details
8868,HHA4213fb-%_HH-URBAN-,Urban,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,Urban,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH - URBAN",Public/Free,False,False,indicator_details
8869,HHA4213fb-%_HH--,By fixed (wired) broadband,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed (wired) broadband,,,base,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,Refers to households with access to the Internet via a fixed broadband network (regardless of the type of fixed broadband connection).,"HH11 - Internet access, by connection: by fixed broadband - %_HH",Public/Free,False,False,indicator_details
8906,HHA422-%_HH-CHILDREN-,Children,8917,Households with a computer,Connectivity,Access,,,,Children,disaggregation,Numeric,% of households,defaultUnits,2000,2025,8,ITU Households Database,"Refers to households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",HH04 - Households with a computer - %_HH - CHILDREN,Public/Free,False,False,indicator_details
8907,HHA422-%_HH-CHILDREN-RURAL,Rural,8917,Households with a computer,Connectivity,Access,,,,Rural,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",HH04 - Households with a computer - %_HH - CHILDREN - RURAL,Public/Free,False,False,indicator_details
8908,HHA422-%_HH-CHILDREN-URBAN,Urban,8917,Households with a computer,Connectivity,Access,,,,Urban,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",HH04 - Households with a computer - %_HH - CHILDREN - URBAN,Public/Free,False,False,indicator_details
8912,HHA422-%_HH-NOCHILDREN-,No Children,8917,Households with a computer,Connectivity,Access,,,,No Children,disaggregation,Numeric,% of households,defaultUnits,2000,2025,8,ITU Households Database,"Refers to households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",HH04 - Households with a computer - %_HH - NOCHILDREN,Public/Free,False,False,indicator_details
